hcpcs_code,modifier,status_code,work_rvu,non_facility_pe_rvu,facility_pe_rvu,malpractice_rvu,total_non_facility,total_facility,conversion_factor,rate_non_facility,rate_facility,rate_non_facility_adj,rate_facility_adj,locality_name,work_gpci,pe_gpci,mp_gpci
77075,26,A,0.54,0.2,0.2,0.03,0.77,0.77,33.4009,25.72,25.72,25.06,25.06,SOUTH CAROLINA,1.0,0.924,0.85
77075,TC,A,0.0,2.14,2.14,0.02,2.16,2.16,33.4009,72.15,72.15,66.61,66.61,SOUTH CAROLINA,1.0,0.924,0.85
77076,,A,0.68,2.4,2.4,0.06,3.14,3.14,33.4009,104.88,104.88,98.49,98.49,SOUTH CAROLINA,1.0,0.924,0.85
77076,26,A,0.68,0.25,0.25,0.04,0.97,0.97,33.4009,32.4,32.4,31.56,31.56,SOUTH CAROLINA,1.0,0.924,0.85
77076,TC,A,0.0,2.15,2.15,0.02,2.17,2.17,33.4009,72.48,72.48,66.92,66.92,SOUTH CAROLINA,1.0,0.924,0.85
77077,,A,0.32,1.07,1.07,0.03,1.42,1.42,33.4009,47.43,47.43,44.56,44.56,SOUTH CAROLINA,1.0,0.924,0.85
77077,26,A,0.32,0.15,0.15,0.02,0.49,0.49,33.4009,16.37,16.37,15.89,15.89,SOUTH CAROLINA,1.0,0.924,0.85
77077,TC,A,0.0,0.92,0.92,0.01,0.93,0.93,33.4009,31.06,31.06,28.68,28.68,SOUTH CAROLINA,1.0,0.924,0.85
77078,,A,0.24,2.7,2.7,0.02,2.96,2.96,33.4009,98.87,98.87,91.91,91.91,SOUTH CAROLINA,1.0,0.924,0.85
77078,26,A,0.24,0.09,0.09,0.01,0.34,0.34,33.4009,11.36,11.36,11.08,11.08,SOUTH CAROLINA,1.0,0.924,0.85
77078,TC,A,0.0,2.61,2.61,0.01,2.62,2.62,33.4009,87.51,87.51,80.83,80.83,SOUTH CAROLINA,1.0,0.924,0.85
77080,,A,0.2,0.96,0.96,0.02,1.18,1.18,33.4009,39.41,39.41,36.88,36.88,SOUTH CAROLINA,1.0,0.924,0.85
77080,26,A,0.2,0.07,0.07,0.01,0.28,0.28,33.4009,9.35,9.35,9.12,9.12,SOUTH CAROLINA,1.0,0.924,0.85
77080,TC,A,0.0,0.89,0.89,0.01,0.9,0.9,33.4009,30.06,30.06,27.75,27.75,SOUTH CAROLINA,1.0,0.924,0.85
77081,,A,0.2,0.73,0.73,0.02,0.95,0.95,33.4009,31.73,31.73,29.78,29.78,SOUTH CAROLINA,1.0,0.924,0.85
77081,26,A,0.2,0.07,0.07,0.01,0.28,0.28,33.4009,9.35,9.35,9.12,9.12,SOUTH CAROLINA,1.0,0.924,0.85
77081,TC,A,0.0,0.66,0.66,0.01,0.67,0.67,33.4009,22.38,22.38,20.65,20.65,SOUTH CAROLINA,1.0,0.924,0.85
77084,,A,1.56,7.72,7.72,0.11,9.39,9.39,33.4009,313.63,313.63,293.49,293.49,SOUTH CAROLINA,1.0,0.924,0.85
77084,26,A,1.56,0.56,0.56,0.08,2.2,2.2,33.4009,73.48,73.48,71.66,71.66,SOUTH CAROLINA,1.0,0.924,0.85
77084,TC,A,0.0,7.16,7.16,0.03,7.19,7.19,33.4009,240.15,240.15,221.83,221.83,SOUTH CAROLINA,1.0,0.924,0.85
77085,,A,0.29,1.3,1.3,0.04,1.63,1.63,33.4009,54.44,54.44,50.94,50.94,SOUTH CAROLINA,1.0,0.924,0.85
77085,26,A,0.29,0.12,0.12,0.02,0.43,0.43,33.4009,14.36,14.36,13.96,13.96,SOUTH CAROLINA,1.0,0.924,0.85
77085,TC,A,0.0,1.18,1.18,0.02,1.2,1.2,33.4009,40.08,40.08,36.99,36.99,SOUTH CAROLINA,1.0,0.924,0.85
77086,,A,0.17,0.85,0.85,0.02,1.04,1.04,33.4009,34.74,34.74,32.48,32.48,SOUTH CAROLINA,1.0,0.924,0.85
77086,26,A,0.17,0.06,0.06,0.01,0.24,0.24,33.4009,8.02,8.02,7.81,7.81,SOUTH CAROLINA,1.0,0.924,0.85
77086,TC,A,0.0,0.79,0.79,0.01,0.8,0.8,33.4009,26.72,26.72,24.67,24.67,SOUTH CAROLINA,1.0,0.924,0.85
77089,,A,0.2,0.96,0.96,0.03,1.19,1.19,33.4009,39.75,39.75,37.16,37.16,SOUTH CAROLINA,1.0,0.924,0.85
77090,,A,0.0,0.08,0.08,0.01,0.09,0.09,33.4009,3.01,3.01,2.75,2.75,SOUTH CAROLINA,1.0,0.924,0.85
77091,,A,0.0,0.79,0.79,0.01,0.8,0.8,33.4009,26.72,26.72,24.67,24.67,SOUTH CAROLINA,1.0,0.924,0.85
77092,,A,0.2,0.09,0.09,0.01,0.3,0.3,33.4009,10.02,10.02,9.74,9.74,SOUTH CAROLINA,1.0,0.924,0.85
77261,,A,1.27,0.75,0.75,0.07,2.09,2.09,33.4009,69.81,69.81,67.55,67.55,SOUTH CAROLINA,1.0,0.924,0.85
77262,,A,1.95,1.14,1.14,0.12,3.21,3.21,33.4009,107.22,107.22,103.72,103.72,SOUTH CAROLINA,1.0,0.924,0.85
77263,,A,3.06,1.74,1.74,0.24,5.04,5.04,33.4009,168.34,168.34,162.72,162.72,SOUTH CAROLINA,1.0,0.924,0.85
77280,,A,0.68,7.35,7.35,0.04,8.07,8.07,33.4009,269.55,269.55,250.69,250.69,SOUTH CAROLINA,1.0,0.924,0.85
77280,26,A,0.68,0.4,0.4,0.03,1.11,1.11,33.4009,37.07,37.07,35.91,35.91,SOUTH CAROLINA,1.0,0.924,0.85
77280,TC,A,0.0,6.95,6.95,0.01,6.96,6.96,33.4009,232.47,232.47,214.78,214.78,SOUTH CAROLINA,1.0,0.924,0.85
77285,,A,1.02,12.48,12.48,0.06,13.56,13.56,33.4009,452.92,452.92,420.94,420.94,SOUTH CAROLINA,1.0,0.924,0.85
77285,26,A,1.02,0.61,0.61,0.04,1.67,1.67,33.4009,55.78,55.78,54.03,54.03,SOUTH CAROLINA,1.0,0.924,0.85
77285,TC,A,0.0,11.87,11.87,0.02,11.89,11.89,33.4009,397.14,397.14,366.9,366.9,SOUTH CAROLINA,1.0,0.924,0.85
77290,,A,1.52,11.6,11.6,0.1,13.22,13.22,33.4009,441.56,441.56,411.61,411.61,SOUTH CAROLINA,1.0,0.924,0.85
77290,26,A,1.52,0.86,0.86,0.07,2.45,2.45,33.4009,81.83,81.83,79.3,79.3,SOUTH CAROLINA,1.0,0.924,0.85
77290,TC,A,0.0,10.74,10.74,0.03,10.77,10.77,33.4009,359.73,359.73,332.31,332.31,SOUTH CAROLINA,1.0,0.924,0.85
77293,,A,1.95,9.98,9.98,0.1,12.03,12.03,33.4009,401.81,401.81,375.98,375.98,SOUTH CAROLINA,1.0,0.924,0.85
77293,26,A,1.95,1.1,1.1,0.07,3.12,3.12,33.4009,104.21,104.21,101.07,101.07,SOUTH CAROLINA,1.0,0.924,0.85
77293,TC,A,0.0,8.88,8.88,0.03,8.91,8.91,33.4009,297.6,297.6,274.91,274.91,SOUTH CAROLINA,1.0,0.924,0.85
77295,,A,4.18,10.1,10.1,0.25,14.53,14.53,33.4009,485.32,485.32,458.42,458.42,SOUTH CAROLINA,1.0,0.924,0.85
77295,26,A,4.18,2.37,2.37,0.18,6.73,6.73,33.4009,224.79,224.79,217.87,217.87,SOUTH CAROLINA,1.0,0.924,0.85
77295,TC,A,0.0,7.73,7.73,0.07,7.8,7.8,33.4009,260.53,260.53,240.55,240.55,SOUTH CAROLINA,1.0,0.924,0.85
77300,,A,0.6,1.37,1.37,0.04,2.01,2.01,33.4009,67.14,67.14,63.46,63.46,SOUTH CAROLINA,1.0,0.924,0.85
77300,26,A,0.6,0.35,0.35,0.03,0.98,0.98,33.4009,32.73,32.73,31.69,31.69,SOUTH CAROLINA,1.0,0.924,0.85
77300,TC,A,0.0,1.02,1.02,0.01,1.03,1.03,33.4009,34.4,34.4,31.76,31.76,SOUTH CAROLINA,1.0,0.924,0.85
77301,,A,7.79,50.2,50.2,0.7,58.69,58.69,33.4009,1960.3,1960.3,1829.36,1829.36,SOUTH CAROLINA,1.0,0.924,0.85
77301,26,A,7.79,4.42,4.42,0.34,12.55,12.55,33.4009,419.18,419.18,406.26,406.26,SOUTH CAROLINA,1.0,0.924,0.85
77301,TC,A,0.0,45.78,45.78,0.36,46.14,46.14,33.4009,1541.12,1541.12,1423.1,1423.1,SOUTH CAROLINA,1.0,0.924,0.85
77306,,A,1.37,3.05,3.05,0.08,4.5,4.5,33.4009,150.3,150.3,142.16,142.16,SOUTH CAROLINA,1.0,0.924,0.85
77306,26,A,1.37,0.78,0.78,0.06,2.21,2.21,33.4009,73.82,73.82,71.54,71.54,SOUTH CAROLINA,1.0,0.924,0.85
77306,TC,A,0.0,2.27,2.27,0.02,2.29,2.29,33.4009,76.49,76.49,70.63,70.63,SOUTH CAROLINA,1.0,0.924,0.85
77307,,A,2.83,5.7,5.7,0.16,8.69,8.69,33.4009,290.25,290.25,274.98,274.98,SOUTH CAROLINA,1.0,0.924,0.85
77307,26,A,2.83,1.6,1.6,0.12,4.55,4.55,33.4009,151.97,151.97,147.31,147.31,SOUTH CAROLINA,1.0,0.924,0.85
77307,TC,A,0.0,4.1,4.1,0.04,4.14,4.14,33.4009,138.28,138.28,127.67,127.67,SOUTH CAROLINA,1.0,0.924,0.85
77316,,A,1.37,5.97,5.97,0.11,7.45,7.45,33.4009,248.84,248.84,233.13,233.13,SOUTH CAROLINA,1.0,0.924,0.85
77316,26,A,1.37,0.77,0.77,0.06,2.2,2.2,33.4009,73.48,73.48,71.23,71.23,SOUTH CAROLINA,1.0,0.924,0.85
77316,TC,A,0.0,5.2,5.2,0.05,5.25,5.25,33.4009,175.35,175.35,161.9,161.9,SOUTH CAROLINA,1.0,0.924,0.85
77317,,A,1.78,7.85,7.85,0.13,9.76,9.76,33.4009,325.99,325.99,305.41,305.41,SOUTH CAROLINA,1.0,0.924,0.85
77317,26,A,1.78,1.02,1.02,0.07,2.87,2.87,33.4009,95.86,95.86,92.92,92.92,SOUTH CAROLINA,1.0,0.924,0.85
77317,TC,A,0.0,6.83,6.83,0.06,6.89,6.89,33.4009,230.13,230.13,212.49,212.49,SOUTH CAROLINA,1.0,0.924,0.85
77318,,A,2.83,10.84,10.84,0.19,13.86,13.86,33.4009,462.94,462.94,434.47,434.47,SOUTH CAROLINA,1.0,0.924,0.85
77318,26,A,2.83,1.6,1.6,0.12,4.55,4.55,33.4009,151.97,151.97,147.31,147.31,SOUTH CAROLINA,1.0,0.924,0.85
77318,TC,A,0.0,9.24,9.24,0.07,9.31,9.31,33.4009,310.96,310.96,287.16,287.16,SOUTH CAROLINA,1.0,0.924,0.85
77321,,A,0.93,1.85,1.85,0.05,2.83,2.83,33.4009,94.52,94.52,89.58,89.58,SOUTH CAROLINA,1.0,0.924,0.85
77321,26,A,0.93,0.52,0.52,0.04,1.49,1.49,33.4009,49.77,49.77,48.25,48.25,SOUTH CAROLINA,1.0,0.924,0.85
77321,TC,A,0.0,1.33,1.33,0.01,1.34,1.34,33.4009,44.76,44.76,41.33,41.33,SOUTH CAROLINA,1.0,0.924,0.85
77331,,A,0.85,1.05,1.05,0.05,1.95,1.95,33.4009,65.13,65.13,62.22,62.22,SOUTH CAROLINA,1.0,0.924,0.85
77331,26,A,0.85,0.48,0.48,0.04,1.37,1.37,33.4009,45.76,45.76,44.34,44.34,SOUTH CAROLINA,1.0,0.924,0.85
77331,TC,A,0.0,0.57,0.57,0.01,0.58,0.58,33.4009,19.37,19.37,17.88,17.88,SOUTH CAROLINA,1.0,0.924,0.85
77332,,A,0.44,0.75,0.75,0.03,1.22,1.22,33.4009,40.75,40.75,38.69,38.69,SOUTH CAROLINA,1.0,0.924,0.85
77332,26,A,0.44,0.25,0.25,0.02,0.71,0.71,33.4009,23.71,23.71,22.98,22.98,SOUTH CAROLINA,1.0,0.924,0.85
77332,TC,A,0.0,0.5,0.5,0.01,0.51,0.51,33.4009,17.03,17.03,15.72,15.72,SOUTH CAROLINA,1.0,0.924,0.85
77333,,A,0.73,3.35,3.35,0.04,4.12,4.12,33.4009,137.61,137.61,128.91,128.91,SOUTH CAROLINA,1.0,0.924,0.85
77333,26,A,0.73,0.41,0.41,0.03,1.17,1.17,33.4009,39.08,39.08,37.89,37.89,SOUTH CAROLINA,1.0,0.924,0.85
77333,TC,A,0.0,2.94,2.94,0.01,2.95,2.95,33.4009,98.53,98.53,91.02,91.02,SOUTH CAROLINA,1.0,0.924,0.85
77334,,A,1.12,2.6,2.6,0.06,3.78,3.78,33.4009,126.26,126.26,119.35,119.35,SOUTH CAROLINA,1.0,0.924,0.85
77334,26,A,1.12,0.63,0.63,0.05,1.8,1.8,33.4009,60.12,60.12,58.27,58.27,SOUTH CAROLINA,1.0,0.924,0.85
77334,TC,A,0.0,1.97,1.97,0.01,1.98,1.98,33.4009,66.13,66.13,61.08,61.08,SOUTH CAROLINA,1.0,0.924,0.85
77336,,A,0.0,2.69,2.69,0.07,2.76,2.76,33.4009,92.19,92.19,85.01,85.01,SOUTH CAROLINA,1.0,0.924,0.85
77338,,A,4.18,9.79,9.79,0.25,14.22,14.22,33.4009,474.96,474.96,448.86,448.86,SOUTH CAROLINA,1.0,0.924,0.85
77338,26,A,4.18,2.38,2.38,0.18,6.74,6.74,33.4009,225.12,225.12,218.18,218.18,SOUTH CAROLINA,1.0,0.924,0.85
77338,TC,A,0.0,7.41,7.41,0.07,7.48,7.48,33.4009,249.84,249.84,230.68,230.68,SOUTH CAROLINA,1.0,0.924,0.85
77370,,A,0.0,4.37,4.37,0.15,4.52,4.52,33.4009,150.97,150.97,139.13,139.13,SOUTH CAROLINA,1.0,0.924,0.85
77372,,A,0.0,27.75,27.75,0.21,27.96,27.96,33.4009,933.89,933.89,862.39,862.39,SOUTH CAROLINA,1.0,0.924,0.85
77373,,A,0.0,29.05,29.05,0.25,29.3,29.3,33.4009,978.65,978.65,903.65,903.65,SOUTH CAROLINA,1.0,0.924,0.85
77387,,A,0.68,0.38,0.38,0.03,1.09,1.09,33.4009,36.41,36.41,35.29,35.29,SOUTH CAROLINA,1.0,0.924,0.85
77387,26,A,0.68,0.38,0.38,0.03,1.09,1.09,33.4009,36.41,36.41,35.29,35.29,SOUTH CAROLINA,1.0,0.924,0.85
77402,,A,0.0,2.44,2.44,0.02,2.46,2.46,33.4009,82.17,82.17,75.87,75.87,SOUTH CAROLINA,1.0,0.924,0.85
77407,,A,0.0,9.22,9.22,0.06,9.28,9.28,33.4009,309.96,309.96,286.26,286.26,SOUTH CAROLINA,1.0,0.924,0.85
77412,,A,0.0,13.21,13.21,0.07,13.28,13.28,33.4009,443.56,443.56,409.68,409.68,SOUTH CAROLINA,1.0,0.924,0.85
77427,,A,3.37,2.22,2.22,0.26,5.85,5.85,33.4009,195.4,195.4,188.46,188.46,SOUTH CAROLINA,1.0,0.924,0.85
77431,,A,1.76,1.29,1.29,0.14,3.19,3.19,33.4009,106.55,106.55,102.57,102.57,SOUTH CAROLINA,1.0,0.924,0.85
77432,,A,7.72,4.37,4.37,0.61,12.7,12.7,33.4009,424.19,424.19,410.04,410.04,SOUTH CAROLINA,1.0,0.924,0.85
77435,,A,11.57,6.71,6.71,0.92,19.2,19.2,33.4009,641.3,641.3,619.65,619.65,SOUTH CAROLINA,1.0,0.924,0.85
77436,,A,0.77,1.54,1.54,0.04,2.35,2.35,33.4009,78.49,78.49,74.38,74.38,SOUTH CAROLINA,1.0,0.924,0.85
77436,26,A,0.77,0.45,0.45,0.03,1.25,1.25,33.4009,41.75,41.75,40.46,40.46,SOUTH CAROLINA,1.0,0.924,0.85
77436,TC,A,0.0,1.09,1.09,0.01,1.1,1.1,33.4009,36.74,36.74,33.92,33.92,SOUTH CAROLINA,1.0,0.924,0.85
77437,,A,0.0,3.27,3.27,0.01,3.28,3.28,33.4009,109.55,109.55,101.2,101.2,SOUTH CAROLINA,1.0,0.924,0.85
77438,,A,0.0,3.3,3.3,0.01,3.31,3.31,33.4009,110.56,110.56,102.13,102.13,SOUTH CAROLINA,1.0,0.924,0.85
77439,,A,0.3,0.18,0.18,0.0,0.48,0.48,33.4009,16.03,16.03,15.58,15.58,SOUTH CAROLINA,1.0,0.924,0.85
77439,26,A,0.3,0.18,0.18,0.0,0.48,0.48,33.4009,16.03,16.03,15.58,15.58,SOUTH CAROLINA,1.0,0.924,0.85
77469,,A,5.61,1.93,1.93,0.44,7.98,7.98,33.4009,266.54,266.54,259.44,259.44,SOUTH CAROLINA,1.0,0.924,0.85
77470,,A,1.98,2.26,2.26,0.1,4.34,4.34,33.4009,144.96,144.96,138.72,138.72,SOUTH CAROLINA,1.0,0.924,0.85
77470,26,A,1.98,1.12,1.12,0.08,3.18,3.18,33.4009,106.21,106.21,102.97,102.97,SOUTH CAROLINA,1.0,0.924,0.85
77470,TC,A,0.0,1.14,1.14,0.02,1.16,1.16,33.4009,38.75,38.75,35.75,35.75,SOUTH CAROLINA,1.0,0.924,0.85
77600,,R,1.28,15.0,15.0,0.13,16.41,16.41,33.4009,548.11,548.11,509.38,509.38,SOUTH CAROLINA,1.0,0.924,0.85
77600,26,R,1.28,0.76,0.76,0.06,2.1,2.1,33.4009,70.14,70.14,67.91,67.91,SOUTH CAROLINA,1.0,0.924,0.85
77600,TC,R,0.0,14.24,14.24,0.07,14.31,14.31,33.4009,477.97,477.97,441.47,441.47,SOUTH CAROLINA,1.0,0.924,0.85
77605,,R,1.79,28.78,28.78,0.43,31.0,31.0,33.4009,1035.43,1035.43,960.22,960.22,SOUTH CAROLINA,1.0,0.924,0.85
77605,26,R,1.79,0.97,0.97,0.36,3.12,3.12,33.4009,104.21,104.21,99.94,99.94,SOUTH CAROLINA,1.0,0.924,0.85
77605,TC,R,0.0,27.81,27.81,0.07,27.88,27.88,33.4009,931.22,931.22,860.27,860.27,SOUTH CAROLINA,1.0,0.924,0.85
77610,,R,1.28,18.77,18.77,0.12,20.17,20.17,33.4009,673.7,673.7,625.45,625.45,SOUTH CAROLINA,1.0,0.924,0.85
77610,26,R,1.28,0.73,0.73,0.05,2.06,2.06,33.4009,68.81,68.81,66.7,66.7,SOUTH CAROLINA,1.0,0.924,0.85
77610,TC,R,0.0,18.04,18.04,0.07,18.11,18.11,33.4009,604.89,604.89,558.75,558.75,SOUTH CAROLINA,1.0,0.924,0.85
77615,,R,1.79,29.8,29.8,0.21,31.8,31.8,33.4009,1062.15,1062.15,985.45,985.45,SOUTH CAROLINA,1.0,0.924,0.85
77615,26,R,1.79,1.02,1.02,0.07,2.88,2.88,33.4009,96.19,96.19,93.25,93.25,SOUTH CAROLINA,1.0,0.924,0.85
77615,TC,R,0.0,28.78,28.78,0.14,28.92,28.92,33.4009,965.95,965.95,892.2,892.2,SOUTH CAROLINA,1.0,0.924,0.85
77620,,R,1.52,19.96,19.96,0.43,21.91,21.91,33.4009,731.81,731.81,678.99,678.99,SOUTH CAROLINA,1.0,0.924,0.85
77620,26,R,1.52,0.74,0.74,0.36,2.62,2.62,33.4009,87.51,87.51,83.83,83.83,SOUTH CAROLINA,1.0,0.924,0.85
77620,TC,R,0.0,19.22,19.22,0.07,19.29,19.29,33.4009,644.3,644.3,595.16,595.16,SOUTH CAROLINA,1.0,0.924,0.85
77750,,A,4.88,6.7,6.7,0.26,11.84,11.84,33.4009,395.47,395.47,377.16,377.16,SOUTH CAROLINA,1.0,0.924,0.85
77750,26,A,4.88,2.77,2.77,0.21,7.86,7.86,33.4009,262.53,262.53,254.45,254.45,SOUTH CAROLINA,1.0,0.924,0.85
77750,TC,A,0.0,3.93,3.93,0.05,3.98,3.98,33.4009,132.94,132.94,122.71,122.71,SOUTH CAROLINA,1.0,0.924,0.85
77761,,A,3.75,8.72,8.72,0.23,12.7,12.7,33.4009,424.19,424.19,400.9,400.9,SOUTH CAROLINA,1.0,0.924,0.85
77761,26,A,3.75,2.13,2.13,0.16,6.04,6.04,33.4009,201.74,201.74,195.53,195.53,SOUTH CAROLINA,1.0,0.924,0.85
77761,TC,A,0.0,6.59,6.59,0.07,6.66,6.66,33.4009,222.45,222.45,205.37,205.37,SOUTH CAROLINA,1.0,0.924,0.85
77762,,A,5.62,10.79,10.79,0.31,16.72,16.72,33.4009,558.46,558.46,529.52,529.52,SOUTH CAROLINA,1.0,0.924,0.85
77762,26,A,5.62,3.2,3.2,0.23,9.05,9.05,33.4009,302.28,302.28,293.0,293.0,SOUTH CAROLINA,1.0,0.924,0.85
77762,TC,A,0.0,7.59,7.59,0.08,7.67,7.67,33.4009,256.18,256.18,236.52,236.52,SOUTH CAROLINA,1.0,0.924,0.85
77763,,A,8.44,14.78,14.78,0.49,23.71,23.71,33.4009,791.94,791.94,751.96,751.96,SOUTH CAROLINA,1.0,0.924,0.85
77763,26,A,8.44,4.79,4.79,0.36,13.59,13.59,33.4009,453.92,453.92,439.96,439.96,SOUTH CAROLINA,1.0,0.924,0.85
77763,TC,A,0.0,9.99,9.99,0.13,10.12,10.12,33.4009,338.02,338.02,312.01,312.01,SOUTH CAROLINA,1.0,0.924,0.85
77767,,A,1.02,6.4,6.4,0.09,7.51,7.51,33.4009,250.84,250.84,234.14,234.14,SOUTH CAROLINA,1.0,0.924,0.85
77767,26,A,1.02,0.58,0.58,0.04,1.64,1.64,33.4009,54.78,54.78,53.1,53.1,SOUTH CAROLINA,1.0,0.924,0.85
77767,TC,A,0.0,5.82,5.82,0.05,5.87,5.87,33.4009,196.06,196.06,181.04,181.04,SOUTH CAROLINA,1.0,0.924,0.85
77768,,A,1.37,9.55,9.55,0.13,11.05,11.05,33.4009,369.08,369.08,344.19,344.19,SOUTH CAROLINA,1.0,0.924,0.85
77768,26,A,1.37,0.78,0.78,0.06,2.21,2.21,33.4009,73.82,73.82,71.54,71.54,SOUTH CAROLINA,1.0,0.924,0.85
77768,TC,A,0.0,8.77,8.77,0.07,8.84,8.84,33.4009,295.26,295.26,272.65,272.65,SOUTH CAROLINA,1.0,0.924,0.85
77770,,A,1.9,8.43,8.43,0.13,10.46,10.46,33.4009,349.37,349.37,327.32,327.32,SOUTH CAROLINA,1.0,0.924,0.85
77770,26,A,1.9,1.08,1.08,0.07,3.05,3.05,33.4009,101.87,101.87,98.78,98.78,SOUTH CAROLINA,1.0,0.924,0.85
77770,TC,A,0.0,7.35,7.35,0.06,7.41,7.41,33.4009,247.5,247.5,228.54,228.54,SOUTH CAROLINA,1.0,0.924,0.85
77771,,A,3.71,14.31,14.31,0.27,18.29,18.29,33.4009,610.9,610.9,573.22,573.22,SOUTH CAROLINA,1.0,0.924,0.85
77771,26,A,3.71,2.1,2.1,0.16,5.97,5.97,33.4009,199.4,199.4,193.27,193.27,SOUTH CAROLINA,1.0,0.924,0.85
77771,TC,A,0.0,12.21,12.21,0.11,12.32,12.32,33.4009,411.5,411.5,379.95,379.95,SOUTH CAROLINA,1.0,0.924,0.85
77772,,A,5.27,21.73,21.73,0.39,27.39,27.39,33.4009,914.85,914.85,857.74,857.74,SOUTH CAROLINA,1.0,0.924,0.85
77772,26,A,5.27,2.92,2.92,0.22,8.41,8.41,33.4009,280.9,280.9,272.39,272.39,SOUTH CAROLINA,1.0,0.924,0.85
77772,TC,A,0.0,18.81,18.81,0.17,18.98,18.98,33.4009,633.95,633.95,585.35,585.35,SOUTH CAROLINA,1.0,0.924,0.85
77778,,A,8.56,18.83,18.83,0.54,27.93,27.93,33.4009,932.89,932.89,882.38,882.38,SOUTH CAROLINA,1.0,0.924,0.85
77778,26,A,8.56,4.83,4.83,0.38,13.77,13.77,33.4009,459.93,459.93,445.77,445.77,SOUTH CAROLINA,1.0,0.924,0.85
77778,TC,A,0.0,14.0,14.0,0.16,14.16,14.16,33.4009,472.96,472.96,436.62,436.62,SOUTH CAROLINA,1.0,0.924,0.85
77789,,A,1.11,2.8,2.8,0.07,3.98,3.98,33.4009,132.94,132.94,125.48,125.48,SOUTH CAROLINA,1.0,0.924,0.85
77789,26,A,1.11,0.63,0.63,0.05,1.79,1.79,33.4009,59.79,59.79,57.94,57.94,SOUTH CAROLINA,1.0,0.924,0.85
77789,TC,A,0.0,2.17,2.17,0.02,2.19,2.19,33.4009,73.15,73.15,67.54,67.54,SOUTH CAROLINA,1.0,0.924,0.85
77790,,A,0.0,0.54,0.54,0.02,0.56,0.56,33.4009,18.7,18.7,17.23,17.23,SOUTH CAROLINA,1.0,0.924,0.85
78012,,A,0.19,2.17,2.17,0.04,2.4,2.4,33.4009,80.16,80.16,74.45,74.45,SOUTH CAROLINA,1.0,0.924,0.85
78012,26,A,0.19,0.06,0.06,0.01,0.26,0.26,33.4009,8.68,8.68,8.48,8.48,SOUTH CAROLINA,1.0,0.924,0.85
78012,TC,A,0.0,2.11,2.11,0.03,2.14,2.14,33.4009,71.48,71.48,65.97,65.97,SOUTH CAROLINA,1.0,0.924,0.85
78013,,A,0.36,4.56,4.56,0.05,4.97,4.97,33.4009,166.0,166.0,154.18,154.18,SOUTH CAROLINA,1.0,0.924,0.85
78013,26,A,0.36,0.12,0.12,0.02,0.5,0.5,33.4009,16.7,16.7,16.3,16.3,SOUTH CAROLINA,1.0,0.924,0.85
78013,TC,A,0.0,4.44,4.44,0.03,4.47,4.47,33.4009,149.3,149.3,137.88,137.88,SOUTH CAROLINA,1.0,0.924,0.85
78014,,A,0.49,5.75,5.75,0.07,6.31,6.31,33.4009,210.76,210.76,195.81,195.81,SOUTH CAROLINA,1.0,0.924,0.85
78014,26,A,0.49,0.16,0.16,0.03,0.68,0.68,33.4009,22.71,22.71,22.16,22.16,SOUTH CAROLINA,1.0,0.924,0.85
78014,TC,A,0.0,5.59,5.59,0.04,5.63,5.63,33.4009,188.05,188.05,173.66,173.66,SOUTH CAROLINA,1.0,0.924,0.85
78015,,A,0.65,5.38,5.38,0.08,6.11,6.11,33.4009,204.08,204.08,190.02,190.02,SOUTH CAROLINA,1.0,0.924,0.85
78015,26,A,0.65,0.24,0.24,0.04,0.93,0.93,33.4009,31.06,31.06,30.25,30.25,SOUTH CAROLINA,1.0,0.924,0.85
78015,TC,A,0.0,5.14,5.14,0.04,5.18,5.18,33.4009,173.02,173.02,159.77,159.77,SOUTH CAROLINA,1.0,0.924,0.85
78016,,A,0.8,6.66,6.66,0.07,7.53,7.53,33.4009,251.51,251.51,234.25,234.25,SOUTH CAROLINA,1.0,0.924,0.85
78016,26,A,0.8,0.15,0.15,0.01,0.96,0.96,33.4009,32.06,32.06,31.63,31.63,SOUTH CAROLINA,1.0,0.924,0.85
78016,TC,A,0.0,6.51,6.51,0.06,6.57,6.57,33.4009,219.44,219.44,202.62,202.62,SOUTH CAROLINA,1.0,0.924,0.85
78018,,A,0.84,7.32,7.32,0.09,8.25,8.25,33.4009,275.56,275.56,256.52,256.52,SOUTH CAROLINA,1.0,0.924,0.85
78018,26,A,0.84,0.26,0.26,0.04,1.14,1.14,33.4009,38.08,38.08,37.22,37.22,SOUTH CAROLINA,1.0,0.924,0.85
78018,TC,A,0.0,7.06,7.06,0.05,7.11,7.11,33.4009,237.48,237.48,219.31,219.31,SOUTH CAROLINA,1.0,0.924,0.85
78020,,A,0.59,1.74,1.74,0.04,2.37,2.37,33.4009,79.16,79.16,74.54,74.54,SOUTH CAROLINA,1.0,0.924,0.85
78020,26,A,0.59,0.17,0.17,0.02,0.78,0.78,33.4009,26.05,26.05,25.52,25.52,SOUTH CAROLINA,1.0,0.924,0.85
78020,TC,A,0.0,1.57,1.57,0.02,1.59,1.59,33.4009,53.11,53.11,49.02,49.02,SOUTH CAROLINA,1.0,0.924,0.85
78070,,A,0.78,6.95,6.95,0.08,7.81,7.81,33.4009,260.86,260.86,242.82,242.82,SOUTH CAROLINA,1.0,0.924,0.85
