hcpcs_code,modifier,status_code,work_rvu,non_facility_pe_rvu,facility_pe_rvu,malpractice_rvu,total_non_facility,total_facility,conversion_factor,rate_non_facility,rate_facility
10120,,A,1.19,3.38,1.73,0.14,4.71,3.06,33.4009,157.32,102.21
10121,,A,2.67,5.19,2.09,0.38,8.24,5.14,33.4009,275.22,171.68
10140,,A,1.54,3.47,1.71,0.21,5.22,3.46,33.4009,174.35,115.57
10160,,A,1.22,2.56,1.36,0.16,3.94,2.74,33.4009,131.6,91.52
10180,,A,2.24,5.89,2.52,0.5,8.63,5.26,33.4009,288.25,175.69
11000,,A,0.59,1.13,0.09,0.05,1.77,0.73,33.4009,59.12,24.38
11001,,A,0.29,0.49,0.06,0.03,0.81,0.38,33.4009,27.05,12.69
11004,,A,10.53,2.46,2.46,2.12,15.11,15.11,33.4009,504.69,504.69
11005,,A,13.88,3.41,3.41,3.45,20.74,20.74,33.4009,692.73,692.73
11006,,A,12.77,3.09,3.09,2.82,18.68,18.68,33.4009,623.93,623.93
11008,,A,4.88,1.19,1.19,1.25,7.32,7.32,33.4009,244.49,244.49
11010,,A,4.09,9.21,2.63,0.75,14.05,7.47,33.4009,469.28,249.5
11011,,A,4.82,10.33,2.16,0.95,16.1,7.93,33.4009,537.75,264.87
11012,,A,6.7,12.54,2.83,1.32,20.56,10.85,33.4009,686.72,362.4
11042,,A,0.98,2.86,0.56,0.13,3.97,1.67,33.4009,132.6,55.78
11043,,A,2.63,4.12,1.09,0.42,7.17,4.14,33.4009,239.48,138.28
11044,,A,4.0,4.96,1.38,0.64,9.6,6.02,33.4009,320.65,201.07
11045,,A,0.49,0.69,0.1,0.07,1.25,0.66,33.4009,41.75,22.04
11046,,A,1.0,1.1,0.24,0.19,2.29,1.43,33.4009,76.49,47.76
11047,,A,1.76,1.74,0.44,0.35,3.85,2.55,33.4009,128.59,85.17
11055,,R,0.34,1.73,0.04,0.03,2.1,0.41,33.4009,70.14,13.69
11056,,R,0.49,1.9,0.06,0.04,2.43,0.59,33.4009,81.16,19.71
11057,,R,0.63,1.98,0.08,0.05,2.66,0.76,33.4009,88.85,25.38
11102,,A,0.64,2.16,0.2,0.06,2.86,0.9,33.4009,95.53,30.06
11103,,A,0.37,1.05,0.12,0.04,1.46,0.53,33.4009,48.77,17.7
11104,,A,0.81,2.73,0.24,0.09,3.63,1.14,33.4009,121.25,38.08
11105,,A,0.44,1.3,0.13,0.07,1.81,0.64,33.4009,60.46,21.38
11106,,A,0.98,3.43,0.29,0.12,4.53,1.39,33.4009,151.31,46.43
11107,,A,0.53,1.53,0.16,0.06,2.12,0.75,33.4009,70.81,25.05
11200,,A,0.8,1.88,1.19,0.08,2.76,2.07,33.4009,92.19,69.14
11201,,A,0.28,0.24,0.08,0.03,0.55,0.39,33.4009,18.37,13.03
11300,,A,0.59,2.24,0.18,0.06,2.89,0.83,33.4009,96.53,27.72
11301,,A,0.88,2.52,0.29,0.08,3.48,1.25,33.4009,116.24,41.75
11302,,A,1.02,2.83,0.34,0.09,3.94,1.45,33.4009,131.6,48.43
11303,,A,1.22,3.06,0.38,0.13,4.41,1.73,33.4009,147.3,57.78
11305,,A,0.78,2.18,0.13,0.07,3.03,0.98,33.4009,101.2,32.73
11306,,A,0.94,2.51,0.2,0.08,3.53,1.22,33.4009,117.91,40.75
11307,,A,1.17,2.68,0.26,0.11,3.96,1.54,33.4009,132.27,51.44
11308,,A,1.42,2.66,0.24,0.13,4.21,1.79,33.4009,140.62,59.79
11310,,A,0.78,2.49,0.24,0.07,3.34,1.09,33.4009,111.56,36.41
11311,,A,1.07,2.78,0.34,0.11,3.96,1.52,33.4009,132.27,50.77
11312,,A,1.27,3.11,0.41,0.13,4.51,1.81,33.4009,150.64,60.46
11313,,A,1.64,3.48,0.5,0.17,5.29,2.31,33.4009,176.69,77.16
11400,,A,0.88,2.84,1.3,0.11,3.83,2.29,33.4009,127.93,76.49
11401,,A,1.25,3.23,1.42,0.16,4.64,2.83,33.4009,154.98,94.52
11402,,A,1.41,3.53,1.48,0.18,5.12,3.07,33.4009,171.01,102.54
11403,,A,1.79,3.94,2.02,0.25,5.98,4.06,33.4009,199.74,135.61
11404,,A,2.06,4.5,2.13,0.36,6.92,4.55,33.4009,231.13,151.97
11406,,A,3.43,5.92,2.75,0.64,9.99,6.82,33.4009,333.67,227.79
11420,,A,1.0,2.63,1.17,0.11,3.74,2.28,33.4009,124.92,76.15
11421,,A,1.43,3.17,1.36,0.17,4.77,2.96,33.4009,159.32,98.87
11422,,A,1.64,3.53,1.87,0.21,5.38,3.72,33.4009,179.7,124.25
11423,,A,2.01,3.97,2.02,0.27,6.25,4.3,33.4009,208.76,143.62
11424,,A,2.42,4.51,2.15,0.37,7.3,4.94,33.4009,243.83,165.0
11426,,A,3.99,5.55,2.7,0.64,10.18,7.33,33.4009,340.02,244.83
11440,,A,1.02,3.12,1.8,0.11,4.25,2.93,33.4009,141.95,97.86
11441,,A,1.49,3.52,1.92,0.19,5.2,3.6,33.4009,173.68,120.24
11442,,A,1.73,3.86,2.0,0.22,5.81,3.95,33.4009,194.06,131.93
11443,,A,2.28,4.31,2.19,0.3,6.89,4.77,33.4009,230.13,159.32
11444,,A,3.11,5.09,2.45,0.43,8.63,5.99,33.4009,288.25,200.07
11446,,A,4.68,6.57,3.1,0.68,11.93,8.46,33.4009,398.47,282.57
11450,,A,3.14,9.95,3.77,0.72,13.81,7.63,33.4009,461.27,254.85
11451,,A,4.32,11.87,4.26,1.0,17.19,9.58,33.4009,574.16,319.98
11462,,A,2.93,9.89,3.7,0.64,13.46,7.27,33.4009,449.58,242.82
11463,,A,4.32,11.99,4.25,0.88,17.19,9.45,33.4009,574.16,315.64
11470,,A,3.65,10.57,3.97,0.79,15.01,8.41,33.4009,501.35,280.9
11471,,A,4.77,11.84,4.24,0.92,17.53,9.93,33.4009,585.52,331.67
11600,,A,1.59,4.14,1.45,0.21,5.94,3.25,33.4009,198.4,108.55
11601,,A,2.02,4.54,1.58,0.24,6.8,3.84,33.4009,227.13,128.26
11602,,A,2.21,4.76,1.65,0.23,7.2,4.09,33.4009,240.49,136.61
11603,,A,2.75,5.19,1.81,0.33,8.27,4.89,33.4009,276.23,163.33
11604,,A,3.09,5.82,1.93,0.4,9.31,5.42,33.4009,310.96,181.03
11606,,A,4.89,8.15,2.51,0.84,13.88,8.24,33.4009,463.6,275.22
11620,,A,1.6,4.14,1.46,0.21,5.95,3.27,33.4009,198.74,109.22
11621,,A,2.03,4.57,1.6,0.24,6.84,3.87,33.4009,228.46,129.26
11622,,A,2.35,4.87,1.7,0.26,7.48,4.31,33.4009,249.84,143.96
11623,,A,3.03,5.43,1.91,0.38,8.84,5.32,33.4009,295.26,177.69
11624,,A,3.53,6.15,2.07,0.48,10.16,6.08,33.4009,339.35,203.08
11626,,A,4.49,7.3,2.36,0.76,12.55,7.61,33.4009,419.18,254.18
11640,,A,1.63,4.23,1.49,0.2,6.06,3.32,33.4009,202.41,110.89
11641,,A,2.12,4.72,1.65,0.26,7.1,4.03,33.4009,237.15,134.61
11642,,A,2.55,5.14,1.78,0.3,7.99,4.63,33.4009,266.87,154.65
11643,,A,3.33,5.7,2.03,0.43,9.46,5.79,33.4009,315.97,193.39
11644,,A,4.23,6.94,2.36,0.59,11.76,7.18,33.4009,392.79,239.82
11646,,A,6.1,8.38,2.92,0.95,15.43,9.97,33.4009,515.38,333.01
11719,,R,0.17,0.25,0.02,0.01,0.43,0.2,33.4009,14.36,6.68
11720,,A,0.31,0.64,0.04,0.03,0.98,0.38,33.4009,32.73,12.69
11721,,A,0.53,0.77,0.06,0.05,1.35,0.64,33.4009,45.09,21.38
11730,,A,1.02,2.24,0.36,0.08,3.34,1.46,33.4009,111.56,48.77
11732,,A,0.37,0.57,0.05,0.03,0.97,0.45,33.4009,32.4,15.03
11740,,A,0.36,1.33,0.55,0.03,1.72,0.94,33.4009,57.45,31.4
11750,,A,1.54,3.04,1.14,0.14,4.72,2.82,33.4009,157.65,94.19
11755,,A,1.22,2.25,0.3,0.11,3.58,1.63,33.4009,119.58,54.44
11760,,A,1.59,3.81,1.33,0.19,5.59,3.11,33.4009,186.71,103.88
11762,,A,2.87,5.6,2.03,0.34,8.81,5.24,33.4009,294.26,175.02
11765,,A,1.19,3.6,1.39,0.09,4.88,2.67,33.4009,163.0,89.18
11770,,A,2.59,8.48,2.22,0.61,11.68,5.42,33.4009,390.12,181.03
11771,,A,5.94,13.36,5.86,1.43,20.73,13.23,33.4009,692.4,441.89
11772,,A,7.17,16.5,8.3,1.7,25.37,17.17,33.4009,847.38,573.49
11900,,A,0.51,1.14,0.16,0.05,1.7,0.72,33.4009,56.78,24.05
11901,,A,0.78,1.21,0.24,0.07,2.06,1.09,33.4009,68.81,36.41
11920,,R,1.57,4.63,1.22,0.28,6.48,3.07,33.4009,216.44,102.54
11921,,R,1.88,4.76,1.24,0.35,6.99,3.47,33.4009,233.47,115.9
11922,,R,0.48,1.42,0.17,0.08,1.98,0.73,33.4009,66.13,24.38
11950,,R,0.82,1.67,0.36,0.15,2.64,1.33,33.4009,88.18,44.42
11951,,R,1.16,2.14,0.49,0.21,3.51,1.86,33.4009,117.24,62.13
11952,,R,1.65,2.74,0.67,0.3,4.69,2.62,33.4009,156.65,87.51
11954,,R,1.8,3.04,0.73,0.35,5.19,2.88,33.4009,173.35,96.19
11960,,A,11.2,15.21,15.21,1.98,28.39,28.39,33.4009,948.25,948.25
11970,,A,7.3,6.84,6.84,1.35,15.49,15.49,33.4009,517.38,517.38
11971,,A,6.84,7.32,7.32,1.28,15.44,15.44,33.4009,515.71,515.71
11976,,R,1.74,2.35,0.36,0.3,4.39,2.4,33.4009,146.63,80.16
11980,,A,1.07,1.67,0.23,0.15,2.89,1.45,33.4009,96.53,48.43
11981,,A,1.11,1.9,0.32,0.21,3.22,1.64,33.4009,107.55,54.78
11982,,A,1.31,1.89,0.35,0.23,3.43,1.89,33.4009,114.57,63.13
11983,,A,1.86,2.13,0.46,0.34,4.33,2.66,33.4009,144.63,88.85
12001,,A,0.82,2.41,0.32,0.18,3.41,1.32,33.4009,113.9,44.09
12002,,A,1.11,2.82,0.37,0.24,4.17,1.72,33.4009,139.28,57.45
12004,,A,1.4,3.12,0.43,0.33,4.85,2.16,33.4009,161.99,72.15
12005,,A,1.92,3.97,0.34,0.43,6.32,2.69,33.4009,211.09,89.85
12006,,A,2.33,4.35,0.43,0.51,7.19,3.27,33.4009,240.15,109.22
12007,,A,2.83,4.21,0.56,0.62,7.66,4.01,33.4009,255.85,133.94
12011,,A,1.04,2.91,0.36,0.23,4.18,1.63,33.4009,139.62,54.44
12013,,A,1.19,2.9,0.21,0.27,4.36,1.67,33.4009,145.63,55.78
12014,,A,1.53,3.27,0.27,0.36,5.16,2.16,33.4009,172.35,72.15
12015,,A,1.93,3.94,0.33,0.44,6.31,2.7,33.4009,210.76,90.18
12016,,A,2.61,4.79,0.44,0.61,8.01,3.66,33.4009,267.54,122.25
12017,,A,3.1,0.74,0.74,0.78,4.62,4.62,33.4009,154.31,154.31
12018,,A,3.52,0.81,0.81,0.88,5.21,5.21,33.4009,174.02,174.02
12020,,A,2.6,6.45,2.32,0.43,9.48,5.35,33.4009,316.64,178.69
12021,,A,1.84,3.39,1.86,0.33,5.56,4.03,33.4009,185.71,134.61
12031,,A,1.95,5.6,1.81,0.23,7.78,3.99,33.4009,259.86,133.27
12032,,A,2.46,6.26,2.22,0.26,8.98,4.94,33.4009,299.94,165.0
12034,,A,2.9,6.73,2.1,0.39,10.02,5.39,33.4009,334.68,180.03
12035,,A,3.41,8.37,2.69,0.62,12.4,6.72,33.4009,414.17,224.45
12036,,A,4.12,9.35,3.07,0.9,14.37,8.09,33.4009,479.97,270.21
12037,,A,4.88,10.1,3.26,1.07,16.05,9.21,33.4009,536.08,307.62
12041,,A,2.05,5.57,1.57,0.25,7.87,3.87,33.4009,262.87,129.26
12042,,A,2.72,6.11,2.02,0.3,9.13,5.04,33.4009,304.95,168.34
12044,,A,3.11,8.07,2.16,0.44,11.62,5.71,33.4009,388.12,190.72
12045,,A,3.66,9.22,3.68,0.7,13.58,8.04,33.4009,453.58,268.54
12046,,A,4.19,11.37,4.07,1.12,16.68,9.38,33.4009,557.13,313.3
12047,,A,4.83,12.15,4.23,1.29,18.27,10.35,33.4009,610.23,345.7
12051,,A,2.27,5.91,1.91,0.29,8.47,4.47,33.4009,282.91,149.3
12052,,A,2.8,6.2,2.03,0.34,9.34,5.17,33.4009,311.96,172.68
12053,,A,3.09,7.33,2.12,0.39,10.81,5.6,33.4009,361.06,187.05
12054,,A,3.41,7.8,1.98,0.51,11.72,5.9,33.4009,391.46,197.07
12055,,A,4.39,11.07,3.54,0.88,16.34,8.81,33.4009,545.77,294.26
12056,,A,5.17,12.54,4.31,0.96,18.67,10.44,33.4009,623.59,348.71
12057,,A,5.85,12.48,4.51,1.09,19.42,11.45,33.4009,648.65,382.44
13100,,A,2.93,6.83,1.84,0.36,10.12,5.13,33.4009,338.02,171.35
13101,,A,3.41,7.88,2.48,0.4,11.69,6.29,33.4009,390.46,210.09
13102,,A,1.21,2.19,0.38,0.2,3.6,1.79,33.4009,120.24,59.79
13120,,A,3.15,6.98,2.41,0.38,10.51,5.94,33.4009,351.04,198.4
13121,,A,3.9,8.17,2.11,0.44,12.51,6.45,33.4009,417.85,215.44
13122,,A,1.4,2.23,0.42,0.21,3.84,2.03,33.4009,128.26,67.8
13131,,A,3.64,7.44,2.04,0.43,11.51,6.11,33.4009,384.44,204.08
13132,,A,4.66,8.67,2.35,0.51,13.84,7.52,33.4009,462.27,251.17
13133,,A,2.14,2.62,0.65,0.27,5.03,3.06,33.4009,168.01,102.21
13151,,A,4.23,7.82,2.25,0.5,12.55,6.98,33.4009,419.18,233.14
13152,,A,5.21,8.87,2.52,0.61,14.69,8.34,33.4009,490.66,278.56
13153,,A,2.32,2.98,0.72,0.36,5.66,3.4,33.4009,189.05,113.56
13160,,A,11.74,8.34,8.34,2.1,22.18,22.18,33.4009,740.83,740.83
14000,,A,6.21,12.68,6.63,1.09,19.98,13.93,33.4009,667.35,465.27
14001,,A,8.56,15.49,7.83,1.63,25.68,18.02,33.4009,857.74,601.88
14020,,A,7.04,13.44,7.07,1.0,21.48,15.11,33.4009,717.45,504.69
14021,,A,9.48,15.64,7.78,1.31,26.43,18.57,33.4009,882.79,620.25
14040,,A,8.39,13.51,6.89,1.07,22.97,16.35,33.4009,767.22,546.1
14041,,A,10.56,15.89,7.7,1.28,27.73,19.54,33.4009,926.21,652.65
14060,,A,9.0,13.04,7.1,1.07,23.11,17.17,33.4009,771.89,573.49
14061,,A,11.19,17.36,8.4,1.33,29.88,20.92,33.4009,998.02,698.75
14301,,A,12.33,19.17,8.63,2.04,33.54,23.0,33.4009,1120.27,768.22
14302,,A,3.64,2.35,1.17,0.66,6.65,5.47,33.4009,222.12,182.7
14350,,A,10.77,6.53,6.53,1.11,18.41,18.41,33.4009,614.91,614.91
15002,,A,3.56,6.66,1.69,0.65,10.87,5.9,33.4009,363.07,197.07
15003,,A,0.78,1.28,0.23,0.18,2.24,1.19,33.4009,74.82,39.75
15004,,A,4.47,7.02,1.76,0.62,12.11,6.85,33.4009,404.48,228.8
15005,,A,1.56,1.83,0.44,0.34,3.73,2.34,33.4009,124.59,78.16
15040,,A,1.95,5.86,1.08,0.38,8.19,3.41,33.4009,273.55,113.9
15050,,A,5.43,11.79,6.48,0.92,18.14,12.83,33.4009,605.89,428.53
15100,,A,9.65,16.06,8.21,1.91,27.62,19.77,33.4009,922.53,660.34
15101,,A,1.68,3.97,0.95,0.38,6.03,3.01,33.4009,201.41,100.54
15110,,A,10.7,14.05,7.21,2.19,26.94,20.1,33.4009,899.82,671.36
15111,,A,1.8,1.42,0.49,0.42,3.64,2.71,33.4009,121.58,90.52
15115,,A,11.0,12.92,6.58,1.91,25.83,19.49,33.4009,862.75,650.98
15116,,A,2.44,1.93,0.67,0.56,4.93,3.67,33.4009,164.67,122.58
15120,,A,9.9,14.64,6.88,1.63,26.17,18.41,33.4009,874.1,614.91
15121,,A,1.95,4.25,1.2,0.42,6.62,3.57,33.4009,221.11,119.24
15130,,A,7.34,14.4,7.79,1.35,23.09,16.48,33.4009,771.23,550.45
15131,,A,1.46,1.37,0.53,0.26,3.09,2.25,33.4009,103.21,75.15
15135,,A,10.75,14.63,7.82,1.61,26.99,20.18,33.4009,901.49,674.03
15136,,A,1.46,1.32,0.53,0.26,3.04,2.25,33.4009,101.54,75.15
15150,,A,9.16,11.24,6.86,2.46,22.86,18.48,33.4009,763.54,617.25
15151,,A,1.95,1.3,0.47,0.5,3.75,2.92,33.4009,125.25,97.53
15152,,A,2.44,1.54,0.59,0.64,4.62,3.67,33.4009,154.31,122.58
15155,,A,9.89,13.68,7.95,1.83,25.4,19.67,33.4009,848.38,657.0
15156,,A,2.68,1.66,0.65,0.71,5.05,4.04,33.4009,168.67,134.94
15157,,A,2.93,1.94,0.71,0.79,5.66,4.43,33.4009,189.05,147.97
15200,,A,8.92,15.8,7.7,1.5,26.22,18.12,33.4009,875.77,605.22
15201,,A,1.29,2.92,0.42,0.23,4.44,1.94,33.4009,148.3,64.8
15220,,A,7.89,14.43,7.09,1.12,23.44,16.1,33.4009,782.92,537.75
15221,,A,1.16,2.65,0.37,0.2,4.01,1.73,33.4009,133.94,57.78
15240,,A,10.15,16.59,9.42,1.33,28.07,20.9,33.4009,937.56,698.08
15241,,A,1.81,3.28,0.58,0.29,5.38,2.68,33.4009,179.7,89.51
15260,,A,11.35,17.31,9.12,1.31,29.97,21.78,33.4009,1001.02,727.47
15261,,A,2.17,3.75,0.9,0.3,6.22,3.37,33.4009,207.75,112.56
15271,,A,1.46,3.06,0.58,0.21,4.73,2.25,33.4009,157.99,75.15
15272,,A,0.32,0.4,0.07,0.05,0.77,0.44,33.4009,25.72,14.7
15273,,A,3.41,5.61,1.11,0.62,9.64,5.14,33.4009,321.98,171.68
15274,,A,0.78,1.65,0.22,0.17,2.6,1.17,33.4009,86.84,39.08
15275,,A,1.78,2.82,0.54,0.2,4.8,2.52,33.4009,160.32,84.17
15276,,A,0.49,0.45,0.1,0.07,1.01,0.66,33.4009,33.73,22.04
15277,,A,3.9,6.2,1.3,0.71,10.81,5.91,33.4009,361.06,197.4
15278,,A,0.98,1.85,0.28,0.2,3.03,1.46,33.4009,101.2,48.77
15570,,A,9.95,17.44,8.2,1.99,29.38,20.14,33.4009,981.32,672.69
15572,,A,9.87,16.35,8.43,1.76,27.98,20.06,33.4009,934.56,670.02
15574,,A,10.43,14.25,7.19,1.53,26.21,19.15,33.4009,875.44,639.63
15576,,A,9.14,13.52,6.6,1.13,23.79,16.87,33.4009,794.61,563.47
15600,,A,1.96,8.85,4.04,0.37,11.18,6.37,33.4009,373.42,212.76
15610,,A,2.46,8.84,4.17,0.42,11.72,7.05,33.4009,391.46,235.48
15620,,A,3.66,9.64,4.88,0.58,13.88,9.12,33.4009,463.6,304.62
15630,,A,3.98,9.55,4.8,0.54,14.07,9.32,33.4009,469.95,311.3
15650,,A,4.65,12.13,5.94,0.87,17.65,11.46,33.4009,589.53,382.77
15730,,A,13.16,28.48,8.77,1.49,43.13,23.42,33.4009,1440.58,782.25
15731,,A,14.02,18.22,10.11,2.14,34.38,26.27,33.4009,1148.32,877.44
15733,,A,15.29,9.32,9.32,2.58,27.19,27.19,33.4009,908.17,908.17
15734,,A,22.43,14.11,14.11,4.98,41.52,41.52,33.4009,1386.81,1386.81
15736,,A,16.61,13.35,13.35,3.31,33.27,33.27,33.4009,1111.25,1111.25
15738,,A,18.56,12.2,12.2,3.62,34.38,34.38,33.4009,1148.32,1148.32
15740,,A,11.51,18.07,9.14,1.84,31.42,22.49,33.4009,1049.46,751.19
15750,,A,12.64,10.1,10.1,2.4,25.14,25.14,33.4009,839.7,839.7
15756,,A,36.02,16.83,16.83,5.89,58.74,58.74,33.4009,1961.97,1961.97
15757,,A,36.22,16.32,16.32,5.71,58.25,58.25,33.4009,1945.6,1945.6
15758,,A,35.98,16.41,16.41,5.73,58.12,58.12,33.4009,1941.26,1941.26
15760,,A,9.61,14.73,7.36,1.33,25.67,18.3,33.4009,857.4,611.24
15769,,A,6.51,5.77,5.77,1.33,13.61,13.61,33.4009,454.59,454.59
15770,,A,8.74,8.0,8.0,1.41,18.15,18.15,33.4009,606.23,606.23
15771,,A,6.56,12.05,6.39,1.23,19.84,14.18,33.4009,662.67,473.62
15772,,A,2.44,3.27,0.89,0.45,6.16,3.78,33.4009,205.75,126.26
15773,,A,6.66,10.97,5.82,1.12,18.75,13.6,33.4009,626.27,454.25
15774,,A,2.35,3.23,0.86,0.43,6.01,3.64,33.4009,200.74,121.58
15775,,R,3.85,7.48,2.12,0.71,12.04,6.68,33.4009,402.15,223.12
15776,,R,5.39,9.89,2.68,1.02,16.3,9.09,33.4009,544.43,303.61
15777,,A,3.56,2.48,1.23,0.67,6.71,5.46,33.4009,224.12,182.37
15778,,A,6.87,2.01,2.01,1.7,10.58,10.58,33.4009,353.38,353.38
15780,,A,8.51,15.44,7.54,0.84,24.79,16.89,33.4009,828.01,564.14
15781,,A,4.89,10.11,5.56,0.58,15.58,11.03,33.4009,520.39,368.41
15782,,A,4.33,9.48,4.83,0.43,14.24,9.59,33.4009,475.63,320.31
15783,,A,4.3,8.49,4.46,0.43,13.22,9.19,33.4009,441.56,306.95
15786,,A,2.03,4.72,1.33,0.2,6.95,3.56,33.4009,232.14,118.91
15787,,A,0.32,0.6,0.09,0.02,0.94,0.43,33.4009,31.4,14.36
15788,,R,2.04,9.17,3.6,0.22,11.43,5.86,33.4009,381.77,195.73
15789,,R,4.79,10.42,5.42,0.5,15.71,10.71,33.4009,524.73,357.72
15792,,R,1.81,7.85,3.73,0.21,9.87,5.75,33.4009,329.67,192.06
15793,,A,3.86,9.78,5.21,0.45,14.09,9.52,33.4009,470.62,317.98
15820,,A,6.11,11.02,6.9,0.48,17.61,13.49,33.4009,588.19,450.58
15821,,A,6.67,11.67,7.16,0.65,18.99,14.48,33.4009,634.28,483.65
15822,,A,4.5,9.13,5.66,0.49,14.12,10.65,33.4009,471.62,355.72
15823,,A,6.64,11.73,7.2,0.58,18.95,14.42,33.4009,632.95,481.64
15824,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
15825,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
15826,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
15828,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
15829,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
15830,,R,16.68,11.92,11.92,3.35,31.95,31.95,33.4009,1067.16,1067.16
15832,,A,12.53,10.33,10.33,2.36,25.22,25.22,33.4009,842.37,842.37
15833,,A,11.6,10.14,10.14,2.15,23.89,23.89,33.4009,797.95,797.95
15834,,A,11.87,10.24,10.24,2.19,24.3,24.3,33.4009,811.64,811.64
15835,,A,12.67,10.27,10.27,2.35,25.29,25.29,33.4009,844.71,844.71
15836,,A,10.34,9.56,9.56,1.92,21.82,21.82,33.4009,728.81,728.81
15837,,A,9.31,17.02,8.67,1.73,28.06,19.71,33.4009,937.23,658.33
15838,,A,8.04,8.44,8.44,1.48,17.96,17.96,33.4009,599.88,599.88
15839,,A,10.24,16.54,8.25,1.93,28.71,20.42,33.4009,958.94,682.05
15840,,A,14.62,9.65,9.65,2.27,26.54,26.54,33.4009,886.46,886.46
15841,,A,25.34,17.28,17.28,4.71,47.33,47.33,33.4009,1580.86,1580.86
15842,,A,39.98,23.36,23.36,7.43,70.77,70.77,33.4009,2363.78,2363.78
15845,,A,13.96,12.42,12.42,2.59,28.97,28.97,33.4009,967.62,967.62
15851,,A,1.07,0.55,0.55,0.13,1.75,1.75,33.4009,58.45,58.45
15852,,A,0.84,0.2,0.2,0.12,1.16,1.16,33.4009,38.75,38.75
15853,,A,0.0,0.39,0.39,0.01,0.4,0.4,33.4009,13.36,13.36
15854,,A,0.0,0.52,0.52,0.01,0.53,0.53,33.4009,17.7,17.7
15860,,A,1.9,0.52,0.52,0.37,2.79,2.79,33.4009,93.19,93.19
15876,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
15877,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
15878,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
15879,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
15920,,A,8.08,8.57,8.57,2.16,18.81,18.81,33.4009,628.27,628.27
15922,,A,10.12,9.89,9.89,1.88,21.89,21.89,33.4009,731.15,731.15
15931,,A,9.82,7.93,7.93,2.41,20.16,20.16,33.4009,673.36,673.36
15933,,A,11.48,10.51,10.51,2.65,24.64,24.64,33.4009,823.0,823.0
15934,,A,13.34,10.78,10.78,2.48,26.6,26.6,33.4009,888.46,888.46
15935,,A,15.39,13.04,13.04,2.86,31.29,31.29,33.4009,1045.11,1045.11
15936,,A,12.83,9.28,9.28,2.98,25.09,25.09,33.4009,838.03,838.03
15937,,A,14.76,10.05,10.05,2.72,27.53,27.53,33.4009,919.53,919.53
15940,,A,9.95,7.67,7.67,2.27,19.89,19.89,33.4009,664.34,664.34
15941,,A,12.1,11.58,11.58,2.25,25.93,25.93,33.4009,866.09,866.09
15944,,A,12.13,11.1,11.1,2.25,25.48,25.48,33.4009,851.05,851.05
15945,,A,13.41,11.85,11.85,2.49,27.75,27.75,33.4009,926.87,926.87
15946,,A,23.52,15.33,15.33,4.88,43.73,43.73,33.4009,1460.62,1460.62
15950,,A,7.83,8.34,8.34,1.45,17.62,17.62,33.4009,588.52,588.52
15951,,A,11.29,11.28,11.28,2.09,24.66,24.66,33.4009,823.67,823.67
15952,,A,12.0,10.72,10.72,2.22,24.94,24.94,33.4009,833.02,833.02
15953,,A,13.23,11.79,11.79,2.47,27.49,27.49,33.4009,918.19,918.19
15956,,A,16.37,12.71,12.71,3.65,32.73,32.73,33.4009,1093.21,1093.21
15958,,A,16.33,12.9,12.9,3.22,32.45,32.45,33.4009,1083.86,1083.86
16000,,A,0.87,1.68,0.24,0.15,2.7,1.26,33.4009,90.18,42.09
16020,,A,0.69,1.97,0.82,0.12,2.78,1.63,33.4009,92.85,54.44
16025,,A,1.7,2.99,1.08,0.27,4.96,3.05,33.4009,165.67,101.87
16030,,A,2.03,3.94,1.22,0.43,6.4,3.68,33.4009,213.77,122.92
16035,,A,3.65,1.05,1.05,0.65,5.35,5.35,33.4009,178.69,178.69
16036,,A,1.46,0.38,0.38,0.36,2.2,2.2,33.4009,73.48,73.48
17000,,A,0.59,1.34,0.78,0.06,1.99,1.43,33.4009,66.47,47.76
17003,,A,0.04,0.15,0.01,0.0,0.19,0.05,33.4009,6.35,1.67
17004,,A,1.34,3.39,1.01,0.13,4.86,2.48,33.4009,162.33,82.83
17106,,A,3.6,6.22,3.15,0.42,10.24,7.17,33.4009,342.03,239.48
17107,,A,4.67,8.1,4.09,0.49,13.26,9.25,33.4009,442.9,308.96
17108,,A,7.3,10.72,5.37,0.91,18.93,13.58,33.4009,632.28,453.58
17110,,A,0.68,2.58,1.12,0.07,3.33,1.87,33.4009,111.22,62.46
17111,,A,0.95,2.86,1.18,0.08,3.89,2.21,33.4009,129.93,73.82
17250,,A,0.49,2.14,0.5,0.07,2.7,1.06,33.4009,90.18,35.4
17260,,A,0.94,1.88,0.75,0.08,2.9,1.77,33.4009,96.86,59.12
17261,,A,1.19,3.01,0.92,0.12,4.32,2.23,33.4009,144.29,74.48
